# lingua/lessico.tsv — il lessico, unica fonte del vocabolario (FASE1_PIANO.md §7)
# Formato: lemma<TAB>categoria<TAB>tratti<TAB>definizione
# tratti: coppie chiave=valore separate da virgola, "-" se vuoti.
# definizione: testo in primitivi NSM, TODO se mancante, "-" per i primitivi stessi.
# L'ORDINE DELLE RIGHE E' PARTE DEL CONTRATTO: le prime 65 righe sono i
# primitivi NSM nell'ordine normativo (FASE1_PIANO.md §7.1); non riordinarle.
#
# --- 65 primitivi NSM (indici 0-64) ---
giocare	VERBO	pres3s=gioca	TODO
cercare	VERBO	pres3s=cerca	TODO
bruciare	VERBO	pres3s=brucia	TODO
addormentarsi	VERBO	pres3s=si addormenta	TODO
raccogliere	VERBO	pres3s=raccoglie,part=raccolto	TODO
avere	VERBO	pres3s=ha	TODO
portare	VERBO	pres3s=porta	TODO
#
# --- Parentela (REL) ---
padre_di	REL	superficie=il padre	TODO
madre_di	REL	superficie=la madre	TODO
figlio_di	REL	superficie=il figlio	TODO
figlia_di	REL	superficie=la figlia	TODO
marito_di	REL	superficie=il marito	TODO
moglie_di	REL	superficie=la moglie	TODO
fratello_di	REL	superficie=il fratello	TODO
sorella_di	REL	superficie=la sorella	TODO
nonno_di	REL	superficie=il nonno	TODO
nonna_di	REL	superficie=la nonna	TODO
nipote_di	REL	superficie_m=il nipote,superficie_f=la nipote	TODO
suocero_di	REL	superficie=il suocero	TODO
suocera_di	REL	superficie=la suocera	TODO
genero_di	REL	superficie=il genero	TODO
nuora_di	REL	superficie=la nuora	TODO
zio_di	REL	superficie=lo zio	TODO
zia_di	REL	superficie=la zia	TODO
cugino_di	REL	superficie=il cugino	TODO
cugina_di	REL	superficie=la cugina	TODO
#
# --- Altri nomi (NOME) ---
oggetto	NOME	genere=m,plurale=oggetti	TODO
volta	NOME	genere=f,plurale=volte	TODO
stanchezza	NOME	genere=f	TODO
#
# --- Aggettivi (AGG) ---
stanco	AGG	femminile=stanca	TODO
#
# --- Interrogativi e speciali ---
chi	INTERR	-	-
quanti	INTERR	-	-
quante	INTERR	-	-
che-parente	INTERR	superficie=che parente	-
non-lo-so	SPEC	superficie=Non lo so.	-
nessuno	PRON	-	-
#
# --- Numeri (NUM, tratti valore=N) ---
zero	NUM	valore=0	TODO
tre	NUM	valore=3	TODO
quattro	NUM	valore=4	TODO
cinque	NUM	valore=5	TODO
sei	NUM	valore=6	TODO
sette	NUM	valore=7	TODO
otto	NUM	valore=8	TODO
nove	NUM	valore=9	TODO
dieci	NUM	valore=10	TODO
undici	NUM	valore=11	TODO
dodici	NUM	valore=12	TODO
tredici	NUM	valore=13	TODO
quattordici	NUM	valore=14	TODO
quindici	NUM	valore=15	TODO
sedici	NUM	valore=16	TODO
diciassette	NUM	valore=17	TODO
diciotto	NUM	valore=18	TODO
diciannove	NUM	valore=19	TODO
venti	NUM	valore=20	TODO
ventuno	NUM	valore=21	TODO
ventidue	NUM	valore=22	TODO
ventitre	NUM	valore=23,superficie=ventitré	TODO
ventiquattro	NUM	valore=24	TODO
venticinque	NUM	valore=25	TODO
ventisei	NUM	valore=26	TODO
ventisette	NUM	valore=27	TODO
ventotto	NUM	valore=28	TODO
ventinove	NUM	valore=29	TODO
trenta	NUM	valore=30	TODO
trentuno	NUM	valore=31	TODO
trentadue	NUM	valore=32	TODO
trentatre	NUM	valore=33,superficie=trentatré	TODO
trentaquattro	NUM	valore=34	TODO
trentacinque	NUM	valore=35	TODO
trentasei	NUM	valore=36	TODO
trentasette	NUM	valore=37	TODO
trentotto	NUM	valore=38	TODO
trentanove	NUM	valore=39	TODO
quaranta	NUM	valore=40	TODO
quarantuno	NUM	valore=41	TODO
quarantadue	NUM	valore=42	TODO
quarantatre	NUM	valore=43,superficie=quarantatré	TODO
quarantaquattro	NUM	valore=44	TODO
quarantacinque	NUM	valore=45	TODO
quarantasei	NUM	valore=46	TODO
quarantasette	NUM	valore=47	TODO
quarantotto	NUM	valore=48	TODO
quarantanove	NUM	valore=49	TODO
cinquanta	NUM	valore=50	TODO
cinquantuno	NUM	valore=51	TODO
cinquantadue	NUM	valore=52	TODO
cinquantatre	NUM	valore=53,superficie=cinquantatré	TODO
cinquantaquattro	NUM	valore=54	TODO
cinquantacinque	NUM	valore=55	TODO
cinquantasei	NUM	valore=56	TODO
cinquantasette	NUM	valore=57	TODO
cinquantotto	NUM	valore=58	TODO
cinquantanove	NUM	valore=59	TODO
sessanta	NUM	valore=60	TODO
sessantuno	NUM	valore=61	TODO
sessantadue	NUM	valore=62	TODO
sessantatre	NUM	valore=63,superficie=sessantatré	TODO
sessantaquattro	NUM	valore=64	TODO
sessantacinque	NUM	valore=65	TODO
sessantasei	NUM	valore=66	TODO
sessantasette	NUM	valore=67	TODO
sessantotto	NUM	valore=68	TODO
sessantanove	NUM	valore=69	TODO
settanta	NUM	valore=70	TODO
#
# --- Ordinali (ORD, tratti valore=N; femminile regolare -o->-a, calcolato) ---
primo	ORD	valore=1	TODO
secondo	ORD	valore=2	TODO
terzo	ORD	valore=3	TODO
quarto	ORD	valore=4	TODO
quinto	ORD	valore=5	TODO
sesto	ORD	valore=6	TODO
settimo	ORD	valore=7	TODO
ottavo	ORD	valore=8	TODO
nono	ORD	valore=9	TODO
decimo	ORD	valore=10	TODO
undicesimo	ORD	valore=11	TODO
dodicesimo	ORD	valore=12	TODO
tredicesimo	ORD	valore=13	TODO
quattordicesimo	ORD	valore=14	TODO
quindicesimo	ORD	valore=15	TODO
sedicesimo	ORD	valore=16	TODO
diciassettesimo	ORD	valore=17	TODO
diciottesimo	ORD	valore=18	TODO
diciannovesimo	ORD	valore=19	TODO
ventesimo	ORD	valore=20	TODO
ventunesimo	ORD	valore=21	TODO
ventiduesimo	ORD	valore=22	TODO
ventitreesimo	ORD	valore=23	TODO
ventiquattresimo	ORD	valore=24	TODO
venticinquesimo	ORD	valore=25	TODO
ventiseiesimo	ORD	valore=26	TODO
ventisettesimo	ORD	valore=27	TODO
ventottesimo	ORD	valore=28	TODO
ventinovesimo	ORD	valore=29	TODO
trentesimo	ORD	valore=30	TODO
#
# --- Parole funzione (FUNZ) ---
il	FUNZ	-	-
lo	FUNZ	-	-
la	FUNZ	-	-
i	FUNZ	-	-
gli	FUNZ	-	-
le	FUNZ	-	-
un	FUNZ	-	-
una	FUNZ	-	-
di	FUNZ	-	-
a	FUNZ	-	-
da	FUNZ	-	-
in	FUNZ	-	-
con	FUNZ	-	-
su	FUNZ	-	-
per	FUNZ	-	-
e	FUNZ	-	-
che	FUNZ	-	-
ci	FUNZ	-	-
si	FUNZ	-	-
mai	FUNZ	-	-
intanto	FUNZ	-	-
alle	FUNZ	-	-
